Año;Mes;Producto;Datos;Total
;;;Suma de ValorFOB;474758
;;AERONAFTAS;Suma de M3;1009
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2287580
;;AGUARRAS;Suma de M3;482
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;154000
;;BASES LUBRICANTES;Suma de M3;2953
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;905468
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;59692
;;;Suma de ValorFOB;2852699
;;GAS NATURAL;Suma de M3;192200000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9145000
;;GAS OIL;Suma de M3;141622.269
;;;Suma de Toneladas;34275.57056
;;;Suma de ValorFOB;20647248.81
;;KEROSENE;Suma de M3;28538.9502
;;;Suma de Toneladas;5407.659912
;;;Suma de ValorFOB;4540779.688
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;11888
;;;Suma de ValorFOB;3277884
;;NAFTA VIRGEN;Suma de M3;4500
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;738000
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;27.19999981
;;;Suma de ValorFOB;29197.90918
;;PETROLEO;Suma de M3;99927
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;12982425
;7;ADITIVOS LUBRICANTES;Suma de M3;130
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;395044
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;113
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;239626
;;BASES LUBRICANTES;Suma de M3;1610
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;659639
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;65323.20844
;;;Suma de ValorFOB;3589555.75
;;CONCENTRADO AROMATICO;Suma de M3;0
;;;Suma de Toneladas;28084.51953
;;;Suma de ValorFOB;2850518
;;GAS NATURAL;Suma de M3;211800000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9875000
;;GAS OIL;Suma de M3;190853.5386
;;;Suma de Toneladas;46043.47046
;;;Suma de ValorFOB;27931817.28
;;HULLA BITUMINOSA TERMICA;Suma de M3;0
;;;Suma de Toneladas;42430
;;;Suma de ValorFOB;1878492
;;KEROSENE;Suma de M3;43376
;;;Suma de Toneladas;5585.550049
;;;Suma de ValorFOB;7033954
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;11474
;;;Suma de ValorFOB;3080122
;;NAFTA VIRGEN;Suma de M3;4267
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;639157
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;21.10000038
;;;Suma de ValorFOB;15596.66992
;;PETROLEO;Suma de M3;83847
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;11962017
;8;ADITIVOS LUBRICANTES;Suma de M3;221
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;512230
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;46
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;99657
;;AEROKEROSENE;Suma de M3;19397
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3406801
;;AERONAFTAS;Suma de M3;1093
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;314500
;;AGUARRAS;Suma de M3;809
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;211392
;;BASES LUBRICANTES;Suma de M3;2613
;;;Suma de Toneladas;2087
;;;Suma de ValorFOB;862831
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;57663
;;;Suma de ValorFOB;3006487
;;CONCENTRADO AROMATICO;Suma de M3;10000
;;;Suma de Toneladas;7983
;;;Suma de ValorFOB;1637104
;;GAS NATURAL;Suma de M3;179708000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7750000
;;GAS OIL;Suma de M3;118648
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;18299155
;;HULLA BITUMINOSA TERMICA;Suma de M3;0
;;;Suma de Toneladas;73837
;;;Suma de ValorFOB;3254744
;;KEROSENE;Suma de M3;24374
;;;Suma de Toneladas;2434.040039
;;;Suma de ValorFOB;4034846.313
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;37.45000076
;;;Suma de ValorFOB;30791.59082
;;PETROLEO;Suma de M3;272717
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;36492231
;9;ADITIVOS LUBRICANTES;Suma de M3;101
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;228963
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;120
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;377290
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;31
;;;Suma de ValorFOB;54050
;;BASES LUBRICANTES;Suma de M3;12993
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3222888
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;97182.29688
;;;Suma de ValorFOB;5497084
;;GAS NATURAL;Suma de M3;198650000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8582000
;;GAS OIL;Suma de M3;118121.8401
;;;Suma de Toneladas;21228.30981
;;;Suma de ValorFOB;19402568.88
;;HULLA BITUMINOSA TERMICA;Suma de M3;0
;;;Suma de Toneladas;38852
;;;Suma de ValorFOB;1736332
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;12296
;;;Suma de ValorFOB;3452296
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;53.13000011
;;;Suma de ValorFOB;36250.11914
;;PETROLEO;Suma de M3;56935
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6931207
;10;ADITIVOS LUBRICANTES;Suma de M3;180
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;335549
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;73
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;266676
;;AERONAFTAS;Suma de M3;2098
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;656600
;;BASES LUBRICANTES;Suma de M3;143
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;77759
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;72227
;;;Suma de ValorFOB;3796865.25
;;CONCENTRADO AROMATICO;Suma de M3;10000
;;;Suma de Toneladas;7983
;;;Suma de ValorFOB;1637104
;;GAS NATURAL;Suma de M3;179100000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7675000
;;GAS OIL;Suma de M3;20268
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2854950
;;HULLA BITUMINOSA TERMICA;Suma de M3;0
;;;Suma de Toneladas;36175
;;;Suma de ValorFOB;1614848
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;6298
;;;Suma de ValorFOB;851700
;;PETROLEO;Suma de M3;51480
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7838091
;11;ADITIVOS LUBRICANTES;Suma de M3;9
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;80024
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;121
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;371657
;;BASES LUBRICANTES;Suma de M3;399
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;188870
;;GAS NATURAL;Suma de M3;167307008
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6804000
;;GAS OIL;Suma de M3;34000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6197384
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;6151
;;;Suma de ValorFOB;1966236
;;PETROLEO;Suma de M3;120113
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;19741463
;12;ADITIVOS LUBRICANTES;Suma de M3;171
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;362495
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;17
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;59320
;;BASES LUBRICANTES;Suma de M3;13183
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3738961
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;32883
;;;Suma de ValorFOB;1856779.75
;;GAS NATURAL;Suma de M3;164410000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7169000
;;GAS OIL;Suma de M3;7239
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1319380
;;HULLA BITUMINOSA TERMICA;Suma de M3;0
;;;Suma de Toneladas;72382
;;;Suma de ValorFOB;3189391
;;PETROLEO;Suma de M3;107369
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;16020879
1997;1;ADITIVOS LUBRICANTES;Suma de M3;87
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;255924
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;100
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;325182
;;AERONAFTAS;Suma de M3;35
;;;Suma de Toneladas;24.39999962
;;;Suma de ValorFOB;12950
;;BASES LUBRICANTES;Suma de M3;285
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;179518
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;99946.99844
;;;Suma de ValorFOB;5319508.75
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;33.10000038
;;;Suma de ValorFOB;39210.71973
;;GAS NATURAL;Suma de M3;163104000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7434000
;;GAS OIL;Suma de M3;13419
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2482515
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;0.720000029
;;;Suma de ValorFOB;4684.410156
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;5962
;;;Suma de ValorFOB;1932400
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;8615
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1499010
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;69
;;;Suma de ValorFOB;56694.28125
;;PETROLEO;Suma de M3;89879
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;14655036
;2;ADITIVOS LUBRICANTES;Suma de M3;16
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;49731
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;128
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;409026
;;AERONAFTAS;Suma de M3;2250
;;;Suma de Toneladas;191.5
;;;Suma de ValorFOB;693010
;;AGUARRAS;Suma de M3;23
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;12779
;;BASES LUBRICANTES;Suma de M3;59
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;31730
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;98105.69688
;;;Suma de ValorFOB;5492311.125
;;CONCENTRADO AROMATICO;Suma de M3;0
;;;Suma de Toneladas;26986.5
;;;Suma de ValorFOB;2660042
;;GAS NATURAL;Suma de M3;38865000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1790000
;;GAS OIL;Suma de M3;1081
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;189175
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;2815
;;;Suma de ValorFOB;906300
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;10100
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1855677
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;59.5999999
;;;Suma de ValorFOB;45692.22998
;;PETROLEO;Suma de M3;104860
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;15278166
;3;ADITIVOS LUBRICANTES;Suma de M3;174
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;698443
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;57
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;156823
;;AEROKEROSENE;Suma de M3;386
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;76042
;;AERONAFTAS;Suma de M3;2091
;;;Suma de Toneladas;72
;;;Suma de ValorFOB;643660
;;AGUARRAS;Suma de M3;179
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;37026
;;BASES LUBRICANTES;Suma de M3;334
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;187872
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;104501
;;;Suma de ValorFOB;5576509.875
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;918.6400146
;;;Suma de ValorFOB;338656.625
;;GAS NATURAL;Suma de M3;168291008
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7458000
;;GAS OIL;Suma de M3;75562
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;12238391
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;0.720000029
;;;Suma de ValorFOB;1986.300049
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;3998
;;;Suma de ValorFOB;1147500
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;6720
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1169280
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;57
;;;Suma de ValorFOB;46953.60059
;;PETROLEO;Suma de M3;61718
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7861572
;4;AEROKEROSENE;Suma de M3;16842
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3320906
;;AERONAFTAS;Suma de M3;2056
;;;Suma de Toneladas;47.40000153
;;;Suma de ValorFOB;628960
;;AGUARRAS;Suma de M3;22
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;15000
;;BASES LUBRICANTES;Suma de M3;382
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;202651
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;1363.98999
;;;Suma de ValorFOB;381680.7887
;;GAS NATURAL;Suma de M3;59257000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2677000
;;GAS OIL;Suma de M3;86961
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;14633997
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;20.09999961
;;;Suma de ValorFOB;24581.73999
;;KEROSENE;Suma de M3;20365
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3298376
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;12724
;;;Suma de ValorFOB;3707165
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;49.4199996
;;;Suma de ValorFOB;47739.67041
;;PETROLEO;Suma de M3;69317
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8514069
;5;AEROKEROSENE;Suma de M3;33469
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5399174
;;AERONAFTAS;Suma de M3;130
;;;Suma de Toneladas;90.44000244
;;;Suma de ValorFOB;62500
;;AGUARRAS;Suma de M3;60
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;42749
;;BASES LUBRICANTES;Suma de M3;7238
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2242589
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;25.30000019
;;;Suma de ValorFOB;28165.81946
;;GAS NATURAL;Suma de M3;139814000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6255000
;;GAS OIL;Suma de M3;91978
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;15190661
;;KEROSENE;Suma de M3;18948
;;;Suma de Toneladas;4020.719971
;;;Suma de ValorFOB;3136910
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;7967
;;;Suma de ValorFOB;2312515
;;NAFTA VIRGEN;Suma de M3;1289.130005
;;;Suma de Toneladas;973.4199829
;;;Suma de ValorFOB;188212.6875
;;NAFTALINA;Suma de M3;0
;;;Suma de Toneladas;16
;;;Suma de ValorFOB;13253.65039
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;2525
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;424200
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;99.80000019
;;;Suma de ValorFOB;80429.73975
;;PETROLEO;Suma de M3;126890
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;17392273
;;VASELINA MINERAL;Suma de M3;0
;;;Suma de Toneladas;84.56999969
;;;Suma de ValorFOB;65413.68945
;6;AEROKEROSENE;Suma de M3;52297
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8488972
;;AERONAFTAS;Suma de M3;1981
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;612500
;;AGUARRAS;Suma de M3;45
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;28025
;;BASES LUBRICANTES;Suma de M3;158
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;103499
;;BENZENO;Suma de M3;580.5799866
;;;Suma de Toneladas;509.5799866
;;;Suma de ValorFOB;64207.71094
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;139589.3008
;;;Suma de ValorFOB;7482828.875
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;12.80000019
;;;Suma de ValorFOB;16340.08008
;;GAS NATURAL;Suma de M3;183180992
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7601000
;;GAS OIL;Suma de M3;28040
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4658081
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;23890
;;;Suma de ValorFOB;4488300
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;1.980000019
;;;Suma de ValorFOB;11122.63037
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;7346
;;;Suma de ValorFOB;2191723
;;NAFTALINA;Suma de M3;0
;;;Suma de Toneladas;16
;;;Suma de ValorFOB;10070
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;1673
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;281064
;;PETROLEO;Suma de M3;58720
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7017932
;7;AEROKEROSENE;Suma de M3;5907
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1035732
;;AERONAFTAS;Suma de M3;136
;;;Suma de Toneladas;94.50000381
;;;Suma de ValorFOB;57120
;;AGUARRAS;Suma de M3;170
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;69548
;;BASES LUBRICANTES;Suma de M3;99
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;44653
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;15.80000019
;;;Suma de ValorFOB;16873.9104
;;GAS NATURAL;Suma de M3;183860992
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6566000
;;GAS OIL;Suma de M3;99799
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;16180767
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;5612
;;;Suma de ValorFOB;1816434
;;NAFTALINA;Suma de M3;0
;;;Suma de Toneladas;16
;;;Suma de ValorFOB;10070
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;7600
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1276800
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;40016.5
;;;Suma de ValorFOB;32431.46973
;;PETROLEO;Suma de M3;176189
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;20928423
;8;AEROKEROSENE;Suma de M3;42972
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7123390
;;AERONAFTAS;Suma de M3;2114
;;;Suma de Toneladas;23.78000069
;;;Suma de ValorFOB;724880
;;AGUARRAS;Suma de M3;1152
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;439603
;;BASES LUBRICANTES;Suma de M3;5226
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1451085
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;124840.8984
;;;Suma de ValorFOB;6483312.25
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;1
;;;Suma de ValorFOB;954.4799805
;;GAS NATURAL;Suma de M3;182724992
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7056000
;;GAS OIL;Suma de M3;86087
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;13328711
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;1
;;;Suma de ValorFOB;1834
;;NAFTALINA;Suma de M3;0
;;;Suma de Toneladas;16
;;;Suma de ValorFOB;10080
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;4333
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;740943
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;17
;;;Suma de ValorFOB;11881.65039
;;PETROLEO;Suma de M3;99842
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;10873365
;9;AEROKEROSENE;Suma de M3;1922
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;299832
;;AERONAFTAS;Suma de M3;196.1000061
;;;Suma de Toneladas;137.5
;;;Suma de ValorFOB;88872
;;BASES LUBRICANTES;Suma de M3;87
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;40400
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;3
;;;Suma de ValorFOB;2856.149902
;;GAS NATURAL;Suma de M3;153564000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5883000
;;GAS OIL;Suma de M3;88287
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;13304425
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;2
;;;Suma de ValorFOB;4142
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;5597
;;;Suma de ValorFOB;1786859
;;NAFTALINA;Suma de M3;0
;;;Suma de Toneladas;32
;;;Suma de ValorFOB;20160
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;9698
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1697449
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;16
;;;Suma de ValorFOB;10956.58984
;;PETROLEO;Suma de M3;16256
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1300480
;;SOLVENTES HEXANO;Suma de M3;6766
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1381876
;10;AEROKEROSENE;Suma de M3;700
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;109200
;;AERONAFTAS;Suma de M3;344
;;;Suma de Toneladas;211.1399994
;;;Suma de ValorFOB;174640
;;AGUARRAS;Suma de M3;8
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7145
;;BASES LUBRICANTES;Suma de M3;4116
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1239377
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;1
;;;Suma de ValorFOB;100
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;30.60000038
;;;Suma de ValorFOB;40674.56006
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;1
;;;Suma de ValorFOB;50
;;DILUYENTES;Suma de M3;0.50999999
;;;Suma de Toneladas;0.430000007
;;;Suma de ValorFOB;429.2999878
;;GAS NATURAL;Suma de M3;166496992
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6311000
;;GAS OIL;Suma de M3;23618
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3910660
;;METIL TERBUTIL ETER (MTBE);Suma de M3;2334
;;;Suma de Toneladas;1715
;;;Suma de ValorFOB;545217
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;6700
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1152400
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;32
;;;Suma de ValorFOB;21904.80078
;;PETROLEO;Suma de M3;167526
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;20096067
;11;AEROKEROSENE;Suma de M3;2697
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;339924
;;AERONAFTAS;Suma de M3;2772
;;;Suma de Toneladas;237.7999992
;;;Suma de ValorFOB;696900
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;6
;;;Suma de ValorFOB;24830
;;BASES LUBRICANTES;Suma de M3;350
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;210923
;;GAS NATURAL;Suma de M3;133135000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5121000
;;GAS OIL;Suma de M3;82251
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;13853016
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;4.220000057
;;;Suma de ValorFOB;4996.650017
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;5421
;;;Suma de ValorFOB;1871017
;;NAFTA VIRGEN;Suma de M3;27248
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4126803.75
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;39
;;;Suma de ValorFOB;28327.44043
;;PETROLEO;Suma de M3;138347
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;16656222
;12;AEROKEROSENE;Suma de M3;32983
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4972000
;;AERONAFTAS;Suma de M3;5195.800003
;;;Suma de Toneladas;168.6999969
;;;Suma de ValorFOB;1197386
;;BASES LUBRICANTES;Suma de M3;260
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;198340
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;276293.3008
;;;Suma de ValorFOB;14557869.75
;;GAS NATURAL;Suma de M3;131189000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4785000
;;GAS OIL;Suma de M3;146985
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;23788435
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;10801
;;;Suma de ValorFOB;2993818
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;19
;;;Suma de ValorFOB;13192.48047
;;PETROLEO;Suma de M3;162510
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;18205972
1998;1;AERONAFTAS;Suma de M3;3821.990009
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;939099.6162
;;BASES LUBRICANTES;Suma de M3;10321
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3200747
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;31644
;;;Suma de ValorFOB;1782823
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;8
;;;Suma de ValorFOB;7444.240234
;;GAS NATURAL;Suma de M3;102804000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5033000
;;GAS OIL;Suma de M3;59777
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9739610
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;1
;;;Suma de ValorFOB;1181
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;11
;;;Suma de ValorFOB;7480.330078
;;PETROLEO;Suma de M3;1245
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;110000
;2;AERONAFTAS;Suma de M3;634
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;282240
;;AGUARRAS;Suma de M3;205
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;92062
;;BASES LUBRICANTES;Suma de M3;78
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;87689
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;79456.19922
;;;Suma de ValorFOB;4423366.5
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;2.529999971
;;;Suma de ValorFOB;4313.759766
;;GAS NATURAL;Suma de M3;146903008
;;;Suma de Toneladas;0
