"anio","variable","unidad","codigo_variable","valor","fuente"
1926,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1927,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1928,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1929,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1930,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1931,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1932,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1933,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1934,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1935,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1936,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1937,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1938,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1939,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1940,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1941,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1942,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1943,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1944,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1945,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1946,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1947,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1948,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1949,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1950,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1951,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1952,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1953,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1954,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1955,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1956,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1957,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1958,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1959,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1960,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1961,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1962,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1963,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1964,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1965,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1966,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1967,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1968,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1969,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1970,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1971,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1972,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1973,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1974,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1975,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1976,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1977,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1978,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1979,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1980,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1981,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1982,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1983,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1984,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1985,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1986,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1987,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1988,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1989,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1990,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1991,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1992,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1993,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1994,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1995,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1996,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1997,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1998,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1999,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2000,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2001,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2002,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2003,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2004,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2005,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2006,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2007,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2008,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2009,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2010,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2011,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2012,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2013,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2014,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2015,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2016,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2017,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2018,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2019,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
2020,"Producción de gas natural","MMBTU","Q_gas_regalias",NA,"Sec. Energía - Regalías"
1913,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1914,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1915,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1916,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1917,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1918,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1919,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1920,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1921,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1922,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1923,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1924,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1925,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1926,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1927,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1928,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1929,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1930,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1931,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1932,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1933,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1934,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1935,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1936,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1937,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1938,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1939,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1940,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1941,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1942,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1943,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1944,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1945,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1946,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1947,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1948,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1949,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1950,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1951,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1952,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1953,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1954,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1955,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1956,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1957,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1958,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1959,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1960,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1961,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1962,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1963,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1964,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1965,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1966,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1967,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1968,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1969,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1970,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1971,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1972,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1973,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1974,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1975,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1976,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1977,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1978,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1979,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1980,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1981,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1982,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1983,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1984,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1985,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1986,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1987,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1988,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1989,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1990,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1991,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1992,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1993,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1994,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1995,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1996,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1997,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1998,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1999,"Producción de gas natural","MMBTU","Q_gas_mecon",1438440375.80826,"MECON"
2000,"Producción de gas natural","MMBTU","Q_gas_mecon",1595968229.89745,"MECON"
2001,"Producción de gas natural","MMBTU","Q_gas_mecon",1695761428.96019,"MECON"
2002,"Producción de gas natural","MMBTU","Q_gas_mecon",1639935628.43441,"MECON"
2003,"Producción de gas natural","MMBTU","Q_gas_mecon",1798455265.29093,"MECON"
2004,"Producción de gas natural","MMBTU","Q_gas_mecon",1841141693.52749,"MECON"
2005,"Producción de gas natural","MMBTU","Q_gas_mecon",1810134559.88087,"MECON"
2006,"Producción de gas natural","MMBTU","Q_gas_mecon",1823095827.84867,"MECON"
2007,"Producción de gas natural","MMBTU","Q_gas_mecon",1799281670.08875,"MECON"
2008,"Producción de gas natural","MMBTU","Q_gas_mecon",1782235411.74875,"MECON"
2009,"Producción de gas natural","MMBTU","Q_gas_mecon",1709199505.16493,"MECON"
2010,"Producción de gas natural","MMBTU","Q_gas_mecon",1662897706.21262,"MECON"
2011,"Producción de gas natural","MMBTU","Q_gas_mecon",1607122642.66245,"MECON"
2012,"Producción de gas natural","MMBTU","Q_gas_mecon",1557566403.11376,"MECON"
2013,"Producción de gas natural","MMBTU","Q_gas_mecon",1472302593.8281,"MECON"
2014,"Producción de gas natural","MMBTU","Q_gas_mecon",1464386088.65632,"MECON"
2015,"Producción de gas natural","MMBTU","Q_gas_mecon",1514565301.21419,"MECON"
2016,"Producción de gas natural","MMBTU","Q_gas_mecon",1588070374.65006,"MECON"
2017,"Producción de gas natural","MMBTU","Q_gas_mecon",1576380047.40804,"MECON"
2018,"Producción de gas natural","MMBTU","Q_gas_mecon",1659848578.37639,"MECON"
2019,"Producción de gas natural","MMBTU","Q_gas_mecon",1603235925.55127,"MECON"
2020,"Producción de gas natural","MMBTU","Q_gas_mecon",NA,"MECON"
1913,"Producción de gas natural","MMBTU","Q_gas_sesco",NA,"Sec. Energía - SESCO"
1914,"Producción de gas natural","MMBTU","Q_gas_sesco",NA,"Sec. Energía - SESCO"
