Año;Mes;Producto;Datos;Total
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;102
;;;Suma de ValorFOB;82863
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;14970
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1187800
;;PETROLEO;Suma de M3;833706.8203
;;;Suma de Toneladas;36153
;;;Suma de ValorFOB;85150375
;;SOLVENTES HEXANO;Suma de M3;1195
;;;Suma de Toneladas;808
;;;Suma de ValorFOB;270805
;7;ADITIVOS LUBRICANTES;Suma de M3;23
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;45659
;;AEROKEROSENE;Suma de M3;2777
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;427519
;;AGUARRAS;Suma de M3;578
;;;Suma de Toneladas;455
;;;Suma de ValorFOB;100127
;;ASFALTOS;Suma de M3;50
;;;Suma de Toneladas;210
;;;Suma de ValorFOB;63397
;;BASES LUBRICANTES;Suma de M3;13358
;;;Suma de Toneladas;11080
;;;Suma de ValorFOB;3578902
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;37806
;;;Suma de ValorFOB;2872044
;;FUEL OIL, AZUFRE <1%;Suma de M3;0
;;;Suma de Toneladas;6409
;;;Suma de ValorFOB;590441
;;GAS OIL;Suma de M3;32996
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5401443
;;GLP ENVASADO;Suma de M3;0
;;;Suma de Toneladas;15807
;;;Suma de ValorFOB;2753489
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;30
;;;Suma de ValorFOB;25847
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;26
;;;Suma de ValorFOB;21335
;;PETROLEO;Suma de M3;1212140
;;;Suma de Toneladas;35416
;;;Suma de ValorFOB;117550563
;;SOLVENTES HEXANO;Suma de M3;551
;;;Suma de Toneladas;372
;;;Suma de ValorFOB;126810
;8;AEROKEROSENE;Suma de M3;2812
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;430295
;;AERONAFTAS;Suma de M3;88
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;39506
;;AGUARRAS;Suma de M3;640
;;;Suma de Toneladas;502
;;;Suma de ValorFOB;83106
;;BASES LUBRICANTES;Suma de M3;1282
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;513733
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;31649
;;;Suma de ValorFOB;2223764
;;DILUYENTES;Suma de M3;30
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5162
;;FUEL OIL, AZUFRE <1%;Suma de M3;0
;;;Suma de Toneladas;29311
;;;Suma de ValorFOB;1703582
;;GAS OIL;Suma de M3;43676
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7304702
;;GLP ENVASADO;Suma de M3;0
;;;Suma de Toneladas;32048
;;;Suma de ValorFOB;5200669
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;29
;;;Suma de ValorFOB;29576
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;131
;;;Suma de ValorFOB;108763
;;PETROLEO;Suma de M3;850584
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;82680721
;;SOLVENTES ALIFATICOS;Suma de M3;131
;;;Suma de Toneladas;100
;;;Suma de ValorFOB;32914
;;SOLVENTES HEXANO;Suma de M3;313
;;;Suma de Toneladas;212
;;;Suma de ValorFOB;74752
;9;ADITIVOS LUBRICANTES;Suma de M3;45
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;104958
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;5
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;10041
;;AEROKEROSENE;Suma de M3;1978
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;315858
;;AERONAFTAS;Suma de M3;220
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;80539
;;AGUARRAS;Suma de M3;871
;;;Suma de Toneladas;680
;;;Suma de ValorFOB;119567
;;ASFALTOS;Suma de M3;21997
;;;Suma de Toneladas;21997
;;;Suma de ValorFOB;1523513
;;BASES LUBRICANTES;Suma de M3;830
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;347656
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;20371
;;;Suma de ValorFOB;1822221
;;FUEL OIL, AZUFRE <1%;Suma de M3;1244
;;;Suma de Toneladas;47216
;;;Suma de ValorFOB;3659866
;;GAS OIL;Suma de M3;47277
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7564676
;;GLP ENVASADO;Suma de M3;0
;;;Suma de Toneladas;20129
;;;Suma de ValorFOB;3285906
;;GRASAS;Suma de M3;9
;;;Suma de Toneladas;9
;;;Suma de ValorFOB;11318
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;103
;;;Suma de ValorFOB;85374
;;PETROLEO;Suma de M3;1319076
;;;Suma de Toneladas;293005
;;;Suma de ValorFOB;123882648
;;SOLVENTES ALIFATICOS;Suma de M3;0
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;0
;;SOLVENTES HEXANO;Suma de M3;254
;;;Suma de Toneladas;172
;;;Suma de ValorFOB;59455
;10;ADITIVOS LUBRICANTES;Suma de M3;7
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;14428
;;AEROKEROSENE;Suma de M3;2633
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;421770
;;AERONAFTAS;Suma de M3;62
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;24638
;;AGUARRAS;Suma de M3;1052
;;;Suma de Toneladas;823
;;;Suma de ValorFOB;131461
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;23
;;;Suma de ValorFOB;5084
;;BASES LUBRICANTES;Suma de M3;968
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;403720
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;16459
;;;Suma de ValorFOB;1146583
;;FUEL OIL, AZUFRE <1%;Suma de M3;0
;;;Suma de Toneladas;6063
;;;Suma de ValorFOB;515288
;;GAS OIL;Suma de M3;55275
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4505335
;;GLP ENVASADO;Suma de M3;0
;;;Suma de Toneladas;12029
;;;Suma de ValorFOB;2078703
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;47
;;;Suma de ValorFOB;42396
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;156
;;;Suma de ValorFOB;129862
;;NAFTA COMUN CON PLOMO;Suma de M3;80321
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6914745
;;PETROLEO;Suma de M3;737199
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;70998905
;;SOLVENTES ALIFATICOS;Suma de M3;0
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;0
;;SOLVENTES HEXANO;Suma de M3;979
;;;Suma de Toneladas;659
;;;Suma de ValorFOB;229690
;11;AEROKEROSENE;Suma de M3;2241
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;361407
;;AGUARRAS;Suma de M3;1434
;;;Suma de Toneladas;1072
;;;Suma de ValorFOB;252556
;;BASES LUBRICANTES;Suma de M3;958
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;374550
;;CICLO HEXANO;Suma de M3;0
;;;Suma de Toneladas;3060
;;;Suma de ValorFOB;874688
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;35072
;;;Suma de ValorFOB;2275227
;;DILUYENTES;Suma de M3;25032
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3300000
;;FUEL OIL, AZUFRE <1%;Suma de M3;780
;;;Suma de Toneladas;25189
;;;Suma de ValorFOB;2419164
;;GAS OIL;Suma de M3;54367
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8869654
;;GLP ENVASADO;Suma de M3;0
;;;Suma de Toneladas;7850
;;;Suma de ValorFOB;1405505
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;34
;;;Suma de ValorFOB;29329
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;205
;;;Suma de ValorFOB;170087
;;PETROLEO;Suma de M3;990452.2197
;;;Suma de Toneladas;26251
;;;Suma de ValorFOB;95401932
;;SOLVENTES HEXANO;Suma de M3;364
;;;Suma de Toneladas;245
;;;Suma de ValorFOB;84970
;12;ADITIVOS LUBRICANTES;Suma de M3;9
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;23319
;;AEROKEROSENE;Suma de M3;2705
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;445974
;;AGUARRAS;Suma de M3;276
;;;Suma de Toneladas;222
;;;Suma de ValorFOB;71220
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;25
;;;Suma de ValorFOB;6625
;;BASES LUBRICANTES;Suma de M3;347
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;152337
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;42460
;;;Suma de ValorFOB;2567086
;;DILUYENTES;Suma de M3;5760
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;572003
;;FUEL OIL, AZUFRE <1%;Suma de M3;0
;;;Suma de Toneladas;63066
;;;Suma de ValorFOB;7270981
;;GAS OIL;Suma de M3;53618
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8712136
;;GLP ENVASADO;Suma de M3;0
;;;Suma de Toneladas;38911
;;;Suma de ValorFOB;6386325
;;GRASAS;Suma de M3;32
;;;Suma de Toneladas;52
;;;Suma de ValorFOB;72270
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;230
;;;Suma de ValorFOB;182618
;;PETROLEO;Suma de M3;1175538
;;;Suma de Toneladas;25670
;;;Suma de ValorFOB;120041409
;;SOLVENTES ALIFATICOS;Suma de M3;32
;;;Suma de Toneladas;23
;;;Suma de ValorFOB;373
;;SOLVENTES HEXANO;Suma de M3;827
;;;Suma de Toneladas;557
;;;Suma de ValorFOB;192096
1996;1;AEROKEROSENE;Suma de M3;1866
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;321784
;;AGUARRAS;Suma de M3;128
;;;Suma de Toneladas;99
;;;Suma de ValorFOB;31946
;;BASES LUBRICANTES;Suma de M3;573
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;255364
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;18996
;;;Suma de ValorFOB;1114204
;;DILUYENTES;Suma de M3;2979
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;354528
;;FUEL OIL, AZUFRE <1%;Suma de M3;0
;;;Suma de Toneladas;48323
;;;Suma de ValorFOB;4832288
;;FUEL OIL, AZUFRE >1%;Suma de M3;0
;;;Suma de Toneladas;14358
;;;Suma de ValorFOB;1609519
;;GAS OIL;Suma de M3;70482
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;11723967
;;GASOLINA NATURAL;Suma de M3;3849.550049
;;;Suma de Toneladas;2617.699951
;;;Suma de ValorFOB;409224.5625
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;31789.63989
;;;Suma de ValorFOB;5434959.266
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;37
;;;Suma de ValorFOB;142285
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;100
;;;Suma de ValorFOB;83232
;;NAFTA VIRGEN;Suma de M3;13806
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1470000
;;PETROLEO;Suma de M3;1433859.459
;;;Suma de Toneladas;537070.761
;;;Suma de ValorFOB;145523352.9
;;SOLVENTES ALIFATICOS;Suma de M3;135
;;;Suma de Toneladas;97
;;;Suma de ValorFOB;28043
;;SOLVENTES HEXANO;Suma de M3;708
;;;Suma de Toneladas;483
;;;Suma de ValorFOB;166846
;2;AEROKEROSENE;Suma de M3;3311
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;569735
;;AGUARRAS;Suma de M3;61
;;;Suma de Toneladas;48
;;;Suma de ValorFOB;16800
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;28
;;;Suma de ValorFOB;7270
;;BASES LUBRICANTES;Suma de M3;531
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;235868
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;38860
;;;Suma de ValorFOB;2362571
;;DILUYENTES;Suma de M3;17347
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2260504
;;FUEL OIL, AZUFRE >1%;Suma de M3;0
;;;Suma de Toneladas;41120
;;;Suma de ValorFOB;4393715
;;GAS OIL;Suma de M3;24998
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4016819
;;GASOLINA NATURAL;Suma de M3;3912.649902
;;;Suma de Toneladas;2621.469971
;;;Suma de ValorFOB;416814.2188
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;24845.85007
;;;Suma de ValorFOB;4551785.55
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;42
;;;Suma de ValorFOB;36728
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;155
;;;Suma de ValorFOB;128816
;;NAFTA VIRGEN;Suma de M3;50787
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5413224
;;PETROLEO;Suma de M3;1148705.365
;;;Suma de Toneladas;385463.6809
;;;Suma de ValorFOB;121282013.2
;;PROPELENTE;Suma de M3;0
;;;Suma de Toneladas;145
;;;Suma de ValorFOB;0
;;SOLVENTES ALIFATICOS;Suma de M3;33
;;;Suma de Toneladas;23
;;;Suma de ValorFOB;6786
;;SOLVENTES HEXANO;Suma de M3;634
;;;Suma de Toneladas;426
;;;Suma de ValorFOB;147163
;3;ADITIVOS LUBRICANTES;Suma de M3;34
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;71331
;;AEROKEROSENE;Suma de M3;2485
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;424794
;;AGUARRAS;Suma de M3;247
;;;Suma de Toneladas;196
;;;Suma de ValorFOB;67653
;;BASES LUBRICANTES;Suma de M3;1006
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;447149
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;42523
;;;Suma de ValorFOB;2336031
;;DILUYENTES;Suma de M3;7118
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;875770
;;FUEL OIL, AZUFRE >1%;Suma de M3;0
;;;Suma de Toneladas;16827
;;;Suma de ValorFOB;1562541
;;GAS OIL;Suma de M3;84703.38994
;;;Suma de Toneladas;1980.570038
;;;Suma de ValorFOB;12496112.1
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;15881
;;;Suma de ValorFOB;2932326
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;32.40000001
;;;Suma de ValorFOB;27893
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;221
;;;Suma de ValorFOB;180925
;;NAFTA VIRGEN;Suma de M3;35791
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3995985
;;PETROLEO;Suma de M3;1672729.628
;;;Suma de Toneladas;441361.4218
;;;Suma de ValorFOB;192899284.4
;;SOLVENTES ALIFATICOS;Suma de M3;812
;;;Suma de Toneladas;566
;;;Suma de ValorFOB;164053
;;SOLVENTES HEXANO;Suma de M3;474
;;;Suma de Toneladas;319
;;;Suma de ValorFOB;98890
;4;AEROKEROSENE;Suma de M3;2334
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;423132
;;AGUARRAS;Suma de M3;358
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;68046
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;79
;;;Suma de ValorFOB;10945
;;BASES LUBRICANTES;Suma de M3;618
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;244486
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;21459
;;;Suma de ValorFOB;1226967
;;GAS OIL;Suma de M3;53808.47
;;;Suma de Toneladas;181.8300018
;;;Suma de ValorFOB;8919707.301
;;GASOLINA NATURAL;Suma de M3;3898.090088
;;;Suma de Toneladas;2611.719971
;;;Suma de ValorFOB;480556.75
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;28398.8999
;;;Suma de ValorFOB;5392001.813
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;58
;;;Suma de ValorFOB;54217
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;335
;;;Suma de ValorFOB;274880
;;NAFTA VIRGEN;Suma de M3;47281
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7215778
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;1215
;;;Suma de ValorFOB;899467.6235
;;PETROLEO;Suma de M3;1508871.444
;;;Suma de Toneladas;565299.9237
;;;Suma de ValorFOB;192155726.2
;;SOLVENTES ALIFATICOS;Suma de M3;104
;;;Suma de Toneladas;74
;;;Suma de ValorFOB;21518
;;SOLVENTES HEXANO;Suma de M3;826
;;;Suma de Toneladas;556
;;;Suma de ValorFOB;192879
;5;AEROKEROSENE;Suma de M3;3657
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;687542
;;AGUARRAS;Suma de M3;395
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;88579
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;106
;;;Suma de ValorFOB;14685
;;BASES LUBRICANTES;Suma de M3;501
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;220963
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;42828
;;;Suma de ValorFOB;2583046
;;DILUYENTES;Suma de M3;4566
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;555876
;;GAS OIL;Suma de M3;57346
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9460110
;;GASOLINA NATURAL;Suma de M3;3441
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;447668.5
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;17203
;;;Suma de ValorFOB;3271230.281
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;39
;;;Suma de ValorFOB;36341
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;321
;;;Suma de ValorFOB;263138
;;NAFTA VIRGEN;Suma de M3;74130
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9009096
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;13817
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1810372
;;PETROLEO;Suma de M3;1389374.973
;;;Suma de Toneladas;518308.0069
;;;Suma de ValorFOB;167073778.7
;;PROPELENTE;Suma de M3;0
;;;Suma de Toneladas;19
;;;Suma de ValorFOB;6267
;;SOLVENTES ALIFATICOS;Suma de M3;102
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;23488
;;SOLVENTES HEXANO;Suma de M3;1297
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;279360
;6;ADITIVOS LUBRICANTES;Suma de M3;4
;;;Suma de Toneladas;3
;;;Suma de ValorFOB;8820
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;0
;;;Suma de Toneladas;20
;;;Suma de ValorFOB;25727
;;AEROKEROSENE;Suma de M3;3320
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;570597
;;AGUARRAS;Suma de M3;194
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;39546
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;158
;;;Suma de ValorFOB;21889
;;BASES LUBRICANTES;Suma de M3;5195
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1193485
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;37940
;;;Suma de ValorFOB;2374613
;;GAS OIL;Suma de M3;66614
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;10955523
;;GASOLINA NATURAL;Suma de M3;3906.75
;;;Suma de Toneladas;2617.52002
;;;Suma de ValorFOB;417494.2813
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;17719
;;;Suma de ValorFOB;3427892
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;51
;;;Suma de ValorFOB;48661
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;98
;;;Suma de ValorFOB;80508
;;NAFTA VIRGEN;Suma de M3;87316
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9562382
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;36869
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3859533
;;PETROLEO;Suma de M3;1587076.828
;;;Suma de Toneladas;448289.6735
;;;Suma de ValorFOB;182735900.9
;;PROPELENTE;Suma de M3;0
;;;Suma de Toneladas;36
;;;Suma de ValorFOB;12000
;7;ADITIVOS LUBRICANTES;Suma de M3;6
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;17319
;;AEROKEROSENE;Suma de M3;4049
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;668136
;;AGUARRAS;Suma de M3;119
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;26855
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;279
;;;Suma de ValorFOB;45294
;;BASES LUBRICANTES;Suma de M3;730
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;309232
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;13408
;;;Suma de ValorFOB;850600
;;GAS OIL;Suma de M3;93684
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;13929641
;;GASOLINA NATURAL;Suma de M3;4395.029785
;;;Suma de Toneladas;2944.669922
;;;Suma de ValorFOB;521206.7813
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;31625
;;;Suma de ValorFOB;5811900
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;36
;;;Suma de ValorFOB;35478
;;NAFTA VIRGEN;Suma de M3;72327
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8807558
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;1480.400024
;;;Suma de ValorFOB;1105896.57
;;PETROLEO;Suma de M3;1712312.848
;;;Suma de Toneladas;713033.66
;;;Suma de ValorFOB;200817349.8
;8;ADITIVOS PARA COMBUSTIBLES;Suma de M3;10
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;20537
;;AEROKEROSENE;Suma de M3;3054
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;530205
;;AGUARRAS;Suma de M3;60
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;13132
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;485
;;;Suma de ValorFOB;67192
;;BASES LUBRICANTES;Suma de M3;969
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;381100
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;22734
;;;Suma de ValorFOB;1335200
;;DILUYENTES;Suma de M3;9248
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1248094
;;GAS OIL;Suma de M3;52296
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9031200
;;GASOLINA NATURAL;Suma de M3;3781.469971
;;;Suma de Toneladas;2609.209961
;;;Suma de ValorFOB;471824
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;46480.79001
;;;Suma de ValorFOB;9096073.398
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;55
;;;Suma de ValorFOB;60126
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;23
;;;Suma de ValorFOB;17200
;;NAFTA VIRGEN;Suma de M3;99429
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;13072580
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;18595
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2441100
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;1178.099994
;;;Suma de ValorFOB;891781.3052
;;PETROLEO;Suma de M3;1581413.925
;;;Suma de Toneladas;527557.9991
;;;Suma de ValorFOB;196752490.3
;9;ADITIVOS LUBRICANTES;Suma de M3;23
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;60000
;;AEROKEROSENE;Suma de M3;3724
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;690973
;;AGUARRAS;Suma de M3;95
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;20664
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;539
;;;Suma de ValorFOB;74673
;;BASES LUBRICANTES;Suma de M3;4619
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1627013
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;40065
;;;Suma de ValorFOB;2389500
;;DILUYENTES;Suma de M3;35084
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5397280
;;GAS OIL;Suma de M3;60836
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;10516500
;;GASOLINA NATURAL;Suma de M3;4395.560059
;;;Suma de Toneladas;2945.030029
;;;Suma de ValorFOB;561027.4375
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;35006
;;;Suma de ValorFOB;7655476
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;62
;;;Suma de ValorFOB;58549
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;295
;;;Suma de ValorFOB;237700
;;NAFTA VIRGEN;Suma de M3;55841
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7293905
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;19098
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2666200
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;931.3300018
;;;Suma de ValorFOB;711056.7734
;;PETROLEO;Suma de M3;1701553.198
;;;Suma de Toneladas;573476.037
;;;Suma de ValorFOB;228733394.5
;10;ADITIVOS LUBRICANTES;Suma de M3;18
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;47220
;;AEROKEROSENE;Suma de M3;3258
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;677693
;;AGUARRAS;Suma de M3;509
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;100351
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;394
;;;Suma de ValorFOB;54585
;;BASES LUBRICANTES;Suma de M3;672
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;250862
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;20281
;;;Suma de ValorFOB;1204800
;;DILUYENTES;Suma de M3;4891
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;752208
;;GAS OIL;Suma de M3;81273
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;15229072
;;GASOLINA NATURAL;Suma de M3;3900.889893
;;;Suma de Toneladas;2613.600098
;;;Suma de ValorFOB;463674.6875
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;48791
;;;Suma de ValorFOB;11448200
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;50
;;;Suma de ValorFOB;45183
;;LINEAL ALQUIL BENCENO;Suma de M3;0
;;;Suma de Toneladas;1052
;;;Suma de ValorFOB;800800
;;NAFTA VIRGEN;Suma de M3;105991
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;14918125
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;20377
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3134000
;;PETROLEO;Suma de M3;1450161.417
;;;Suma de Toneladas;511546.2535
;;;Suma de ValorFOB;203633946.9
;11;ADITIVOS LUBRICANTES;Suma de M3;50
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;111375
;;AEROKEROSENE;Suma de M3;2614
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;560249
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;207
;;;Suma de ValorFOB;67469
;;BASES LUBRICANTES;Suma de M3;10118
